,hotel_id_in_our_database,hotel_name,hotel_location,hotel_star,hotel_location_rating,hotel_nearby_place_distance,hotel_popular_place_distance,hotel_user_Ratings,hotel_user_Ratings_text,hotel_room_type,hotel_room_Benefits,feature_data,Features,adult_capacity,children_capacity,Room Capacity,Balcony/terrace,Kitchenette,Free Wi-Fi,Executive lounge access,Hair dryer,Open air bath privileges,Towels,TV [in bathroom],Mirror,Additional bathroom,Whirlpool bathtub,Additional toilet,Bathroom phone,Scale,Cleaning products,Toiletries,Bathrobes,Free Wi-Fi in all rooms!,Internet access – LAN,In-room tablet,Wi-Fi [charges apply],Video game console,LAN Internet in room [free],On-demand movies,iPod docking station,TV,Telephone,Satellite/cable channels,LAN Internet in room [charges apply],Wi-Fi [free],Internet access – wireless,TV [flat screen],DVD/CD player,Umbrella,Daily newspaper,Electric blanket,Heating,Private entrance,Air conditioning,Air purifier,Humidifier,Linens,Wake-up service,Mosquito net,Fan,Alarm clock,Slippers,Blackout curtains,Soundproofing,Free instant coffee,Free welcome drink,Coffee/tea maker,Kitchenware,Full kitchen,Microwave,Dishwasher,Free bottled water,Refrigerator,Complimentary tea,Mini bar,kitchen,High chair,High floor,Interconnecting room(s) available,Seating area,Sofa,Laptop workspace,Separate living room,Fireplace,Carpeting,Wooden/parqueted flooring,Extra long bed,Separate dining area,Desk,Clothes dryer,Ironing facilities,Trouser press,Shoeshine kit,Sewing kit,Dressing room,Washing machine,Closet,Clothes rack,Locker,Carbon monoxide detector,Pets allowed in room,Smoke detector,In-room safe box,Laptop safe box,Fire extinguisher,First aid kit,hotel_price,benefit_free_wifi,benefit_free_breakfast,benefit_cancel_policy,benefit_free_cancellation,benefit_pay_nothing,benefit_low_price,benefit_pay_at_hotel,benefit_book_without_card,benefit_airport,benefit_express,view_City view,view_Country view,view_Courtyard view,view_Garden view,view_Lake view,view_Nature view,view_No Windows view,view_Park view,view_Pool view,view_River view,view_Street view,view_unknown,district_Bang Kapi,district_Bang Na,district_Bangkok Riverside,district_Chatuchak,district_China Town,district_Don Mueang International Airport,district_Khaosan,district_Pratunam,district_Ratchadaphisek,district_Sathorn,district_Siam,district_Silom,district_South Thonburi,district_Sukhumvit,district_Suvarnabhumi Airport,district_Thonburi,district_Wireless
20,3,MonkeyNap Hostel,"1/45-1/48 Sukhumvit 30 Sukhumvit Road, Sukhumvit, Bangkok, Thailand, 10110",2.5,8.0,"Rain Hill Plaza && 110 m ; Friends 'N' Stuff Bangkok && 240 m ; Akko Art Gallery && 300 m ; 24th Avenue && 510 m ; AL-Mubeen Carpets Bangkok, Thailand && 590 m ; Emporium Shopping Complex && 600 m ; Thailand Creative & Design Center && 610 m ; Laan Gao && 630 m ; Terminal 21 Shopping Mall && 1.79 km ; Central World && 4.21 km",Terminal 21 Shopping Mall && 1.79 km ; Central World && 4.21 km ; Jim Thompson && 4.3 km ; Yaowarat Road && 7.01 km ; Wat Saket && 7.77 km ; Asiatique - The Riverfront && 7.96 km ; Khao San Road && 8.85 km ; Wat Pho Temple && 8.94 km ; Wat Phra Kaew && 9.12 km ; Grand Palace && 9.18 km,8.0,Excellent,8 Bedded Room (Mixed),"Pay nothing until March 16, 2019 ;Free Wi-Fi ;Free cancellation before March 18, 2019 ;","{'Features': '1 single bed&&Room size: 35 m²/377 ft²&&Non-smoking&&8 bathrooms&&Shared bathroom&&Kitchenette&&Free Wi-Fi&&', 'Bed types': '1 single bed&&', 'Bathroom and toiletries': 'Hair dryer&&Toiletries&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&iPod docking station&&TV&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Linens&&', 'Dining, drinking, and snacking': 'Full kitchen&&Kitchenware&&Microwave&&', 'Layout and furnishings': 'Seating area&&', 'Clothing and laundry': 'Dressing room&&', 'Safety and security features': 'Locker&&', 'Guest ratings': '&&'}",1 single bed&&Room size: 35 m²/377 ft²&&Non-smoking&&8 bathrooms&&Shared bathroom&&Kitchenette&&Free Wi-Fi&&,1.0,1.0,35.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,425,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,3,MonkeyNap Hostel,"1/45-1/48 Sukhumvit 30 Sukhumvit Road, Sukhumvit, Bangkok, Thailand, 10110",2.5,8.0,"Rain Hill Plaza && 110 m ; Friends 'N' Stuff Bangkok && 240 m ; Akko Art Gallery && 300 m ; 24th Avenue && 510 m ; AL-Mubeen Carpets Bangkok, Thailand && 590 m ; Emporium Shopping Complex && 600 m ; Thailand Creative & Design Center && 610 m ; Laan Gao && 630 m ; Terminal 21 Shopping Mall && 1.79 km ; Central World && 4.21 km",Terminal 21 Shopping Mall && 1.79 km ; Central World && 4.21 km ; Jim Thompson && 4.3 km ; Yaowarat Road && 7.01 km ; Wat Saket && 7.77 km ; Asiatique - The Riverfront && 7.96 km ; Khao San Road && 8.85 km ; Wat Pho Temple && 8.94 km ; Wat Phra Kaew && 9.12 km ; Grand Palace && 9.18 km,8.0,Excellent,8 Bedded Room (Mixed),"Pay at the hotel ;Free Wi-Fi ;Free cancellation before March 18, 2019 ;","{'Features': '1 single bed&&Room size: 35 m²/377 ft²&&Non-smoking&&8 bathrooms&&Shared bathroom&&Kitchenette&&Free Wi-Fi&&', 'Bed types': '1 single bed&&', 'Bathroom and toiletries': 'Hair dryer&&Toiletries&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&iPod docking station&&TV&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Linens&&', 'Dining, drinking, and snacking': 'Full kitchen&&Kitchenware&&Microwave&&', 'Layout and furnishings': 'Seating area&&', 'Clothing and laundry': 'Dressing room&&', 'Safety and security features': 'Locker&&', 'Guest ratings': '&&'}",1 single bed&&Room size: 35 m²/377 ft²&&Non-smoking&&8 bathrooms&&Shared bathroom&&Kitchenette&&Free Wi-Fi&&,1.0,1.0,35.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,425,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,3,MonkeyNap Hostel,"1/45-1/48 Sukhumvit 30 Sukhumvit Road, Sukhumvit, Bangkok, Thailand, 10110",2.5,8.0,"Rain Hill Plaza && 110 m ; Friends 'N' Stuff Bangkok && 240 m ; Akko Art Gallery && 300 m ; 24th Avenue && 510 m ; AL-Mubeen Carpets Bangkok, Thailand && 590 m ; Emporium Shopping Complex && 600 m ; Thailand Creative & Design Center && 610 m ; Laan Gao && 630 m ; Terminal 21 Shopping Mall && 1.79 km ; Central World && 4.21 km",Terminal 21 Shopping Mall && 1.79 km ; Central World && 4.21 km ; Jim Thompson && 4.3 km ; Yaowarat Road && 7.01 km ; Wat Saket && 7.77 km ; Asiatique - The Riverfront && 7.96 km ; Khao San Road && 8.85 km ; Wat Pho Temple && 8.94 km ; Wat Phra Kaew && 9.12 km ; Grand Palace && 9.18 km,8.0,Excellent,6-Bed Dormitory -- Mixed,"Pay nothing until March 16, 2019 ;Free Wi-Fi ;Free cancellation before March 18, 2019 ;","{'Features': '1 single bed&&Room size: 35 m²/377 ft²&&Non-smoking&&4 bathrooms&&Shared bathroom&&Kitchenette&&Free Wi-Fi&&', 'Bed types': '1 single bed&&', 'Bathroom and toiletries': 'Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&iPod docking station&&TV&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Linens&&Soundproofing&&Wake-up service&&', 'Dining, drinking, and snacking': 'Full kitchen&&Kitchenware&&Microwave&&', 'Layout and furnishings': 'Desk&&Seating area&&', 'Clothing and laundry': 'Clothes dryer&&Clothes rack&&Dressing room&&Washing machine&&', 'Safety and security features': 'Locker&&', 'Guest ratings': '&&'}",1 single bed&&Room size: 35 m²/377 ft²&&Non-smoking&&4 bathrooms&&Shared bathroom&&Kitchenette&&Free Wi-Fi&&,1.0,1.0,35.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,255,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,3,MonkeyNap Hostel,"1/45-1/48 Sukhumvit 30 Sukhumvit Road, Sukhumvit, Bangkok, Thailand, 10110",2.5,8.0,"Rain Hill Plaza && 110 m ; Friends 'N' Stuff Bangkok && 240 m ; Akko Art Gallery && 300 m ; 24th Avenue && 510 m ; AL-Mubeen Carpets Bangkok, Thailand && 590 m ; Emporium Shopping Complex && 600 m ; Thailand Creative & Design Center && 610 m ; Laan Gao && 630 m ; Terminal 21 Shopping Mall && 1.79 km ; Central World && 4.21 km",Terminal 21 Shopping Mall && 1.79 km ; Central World && 4.21 km ; Jim Thompson && 4.3 km ; Yaowarat Road && 7.01 km ; Wat Saket && 7.77 km ; Asiatique - The Riverfront && 7.96 km ; Khao San Road && 8.85 km ; Wat Pho Temple && 8.94 km ; Wat Phra Kaew && 9.12 km ; Grand Palace && 9.18 km,8.0,Excellent,6-Bed Dormitory -- Mixed,"Pay at the hotel ;Free Wi-Fi ;Free cancellation before March 18, 2019 ;","{'Features': '1 single bed&&Room size: 35 m²/377 ft²&&Non-smoking&&4 bathrooms&&Shared bathroom&&Kitchenette&&Free Wi-Fi&&', 'Bed types': '1 single bed&&', 'Bathroom and toiletries': 'Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&iPod docking station&&TV&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Linens&&Soundproofing&&Wake-up service&&', 'Dining, drinking, and snacking': 'Full kitchen&&Kitchenware&&Microwave&&', 'Layout and furnishings': 'Desk&&Seating area&&', 'Clothing and laundry': 'Clothes dryer&&Clothes rack&&Dressing room&&Washing machine&&', 'Safety and security features': 'Locker&&', 'Guest ratings': '&&'}",1 single bed&&Room size: 35 m²/377 ft²&&Non-smoking&&4 bathrooms&&Shared bathroom&&Kitchenette&&Free Wi-Fi&&,1.0,1.0,35.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,255,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,3,MonkeyNap Hostel,"1/45-1/48 Sukhumvit 30 Sukhumvit Road, Sukhumvit, Bangkok, Thailand, 10110",2.5,8.0,"Rain Hill Plaza && 110 m ; Friends 'N' Stuff Bangkok && 240 m ; Akko Art Gallery && 300 m ; 24th Avenue && 510 m ; AL-Mubeen Carpets Bangkok, Thailand && 590 m ; Emporium Shopping Complex && 600 m ; Thailand Creative & Design Center && 610 m ; Laan Gao && 630 m ; Terminal 21 Shopping Mall && 1.79 km ; Central World && 4.21 km",Terminal 21 Shopping Mall && 1.79 km ; Central World && 4.21 km ; Jim Thompson && 4.3 km ; Yaowarat Road && 7.01 km ; Wat Saket && 7.77 km ; Asiatique - The Riverfront && 7.96 km ; Khao San Road && 8.85 km ; Wat Pho Temple && 8.94 km ; Wat Phra Kaew && 9.12 km ; Grand Palace && 9.18 km,8.0,Excellent,6 Bed (Female),"Pay nothing until March 16, 2019 ;Free Wi-Fi ;Free cancellation before March 18, 2019 ;","{'Features': '1 single bed&&Room size: 30 m²/323 ft²&&Non-smoking&&4 bathrooms&&Shared bathroom&&Free Wi-Fi&&', 'Bed types': '1 single bed&&', 'Bathroom and toiletries': 'Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&TV&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Linens&&Soundproofing&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Complimentary tea&&Free instant coffee&&', 'Layout and furnishings': 'Desk&&Seating area&&', 'Clothing and laundry': 'Clothes dryer&&Dressing room&&Washing machine&&', 'Safety and security features': 'Locker&&', 'Guest ratings': '&&'}",1 single bed&&Room size: 30 m²/323 ft²&&Non-smoking&&4 bathrooms&&Shared bathroom&&Free Wi-Fi&&,1.0,0.0,30.0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,255,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,3,MonkeyNap Hostel,"1/45-1/48 Sukhumvit 30 Sukhumvit Road, Sukhumvit, Bangkok, Thailand, 10110",2.5,8.0,"Rain Hill Plaza && 110 m ; Friends 'N' Stuff Bangkok && 240 m ; Akko Art Gallery && 300 m ; 24th Avenue && 510 m ; AL-Mubeen Carpets Bangkok, Thailand && 590 m ; Emporium Shopping Complex && 600 m ; Thailand Creative & Design Center && 610 m ; Laan Gao && 630 m ; Terminal 21 Shopping Mall && 1.79 km ; Central World && 4.21 km",Terminal 21 Shopping Mall && 1.79 km ; Central World && 4.21 km ; Jim Thompson && 4.3 km ; Yaowarat Road && 7.01 km ; Wat Saket && 7.77 km ; Asiatique - The Riverfront && 7.96 km ; Khao San Road && 8.85 km ; Wat Pho Temple && 8.94 km ; Wat Phra Kaew && 9.12 km ; Grand Palace && 9.18 km,8.0,Excellent,6 Bed (Female),"Pay at the hotel ;Free Wi-Fi ;Free cancellation before March 18, 2019 ;","{'Features': '1 single bed&&Room size: 30 m²/323 ft²&&Non-smoking&&4 bathrooms&&Shared bathroom&&Free Wi-Fi&&', 'Bed types': '1 single bed&&', 'Bathroom and toiletries': 'Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&TV&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Linens&&Soundproofing&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Complimentary tea&&Free instant coffee&&', 'Layout and furnishings': 'Desk&&Seating area&&', 'Clothing and laundry': 'Clothes dryer&&Dressing room&&Washing machine&&', 'Safety and security features': 'Locker&&', 'Guest ratings': '&&'}",1 single bed&&Room size: 30 m²/323 ft²&&Non-smoking&&4 bathrooms&&Shared bathroom&&Free Wi-Fi&&,1.0,0.0,30.0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,255,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,8,Siam Privi Hotel,"49 Pracha Uthit Soi 9, Khwaeng Samsen Nok, Khet Huai Khwang, Din Daeng, Ratchadaphisek, Bangkok, Thailand, 10310",3.0,6.6,The Regent's International School && 610 m ; Tadu Contemporary Art && 950 m ; Mansion 7 Shopping Center && 1.21 km ; Huay Kwang Night Bazaar && 1.34 km ; Huay Kwang Stadium && 1.39 km ; The Street && 1.57 km ; Train Night Market Ratchada && 1.68 km ; Art in Paradise Bangkok Museum && 1.71 km ; Esplanade Shopping Center && 1.75 km ; Ratchada Soi 8 && 1.81 km,Terminal 21 Shopping Mall && 4.87 km ; Central World && 5.68 km ; Jim Thompson && 7.28 km ; Wat Saket && 8.47 km ; Yaowarat Road && 8.73 km ; Khao San Road && 9.26 km ; Wat Phra Kaew && 10.12 km ; Grand Palace && 10.14 km ; Wat Pho Temple && 10.16 km ; Asiatique - The Riverfront && 11.66 km,7.9,Very good,Standard Double Room,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'Features': '1 double bed&&Room size: 35 m²/377 ft²&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 double bed&&', 'Bathroom and toiletries': 'Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&', 'Comforts': 'Air conditioning&&', 'Dining, drinking, and snacking': 'Refrigerator&&', 'Layout and furnishings': 'Seating area&&', 'Clothing and laundry': 'Closet&&', 'Safety and security features': '', 'Guest ratings': '&&&&'}",1 double bed&&Room size: 35 m²/377 ft²&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&,2.0,0.0,35.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,639,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,8,Siam Privi Hotel,"49 Pracha Uthit Soi 9, Khwaeng Samsen Nok, Khet Huai Khwang, Din Daeng, Ratchadaphisek, Bangkok, Thailand, 10310",3.0,6.6,The Regent's International School && 610 m ; Tadu Contemporary Art && 950 m ; Mansion 7 Shopping Center && 1.21 km ; Huay Kwang Night Bazaar && 1.34 km ; Huay Kwang Stadium && 1.39 km ; The Street && 1.57 km ; Train Night Market Ratchada && 1.68 km ; Art in Paradise Bangkok Museum && 1.71 km ; Esplanade Shopping Center && 1.75 km ; Ratchada Soi 8 && 1.81 km,Terminal 21 Shopping Mall && 4.87 km ; Central World && 5.68 km ; Jim Thompson && 7.28 km ; Wat Saket && 8.47 km ; Yaowarat Road && 8.73 km ; Khao San Road && 9.26 km ; Wat Phra Kaew && 10.12 km ; Grand Palace && 10.14 km ; Wat Pho Temple && 10.16 km ; Asiatique - The Riverfront && 11.66 km,7.9,Very good,Standard Double Room,"Pay nothing until March 16, 2019 ;Free Wi-Fi ;Free cancellation before March 18, 2019 ;","{'Features': '1 double bed&&Room size: 35 m²/377 ft²&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 double bed&&', 'Bathroom and toiletries': 'Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&', 'Comforts': 'Air conditioning&&', 'Dining, drinking, and snacking': 'Refrigerator&&', 'Layout and furnishings': 'Seating area&&', 'Clothing and laundry': 'Closet&&', 'Safety and security features': '', 'Guest ratings': '&&&&'}",1 double bed&&Room size: 35 m²/377 ft²&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&,2.0,0.0,35.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1097,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34,8,Siam Privi Hotel,"49 Pracha Uthit Soi 9, Khwaeng Samsen Nok, Khet Huai Khwang, Din Daeng, Ratchadaphisek, Bangkok, Thailand, 10310",3.0,6.6,The Regent's International School && 610 m ; Tadu Contemporary Art && 950 m ; Mansion 7 Shopping Center && 1.21 km ; Huay Kwang Night Bazaar && 1.34 km ; Huay Kwang Stadium && 1.39 km ; The Street && 1.57 km ; Train Night Market Ratchada && 1.68 km ; Art in Paradise Bangkok Museum && 1.71 km ; Esplanade Shopping Center && 1.75 km ; Ratchada Soi 8 && 1.81 km,Terminal 21 Shopping Mall && 4.87 km ; Central World && 5.68 km ; Jim Thompson && 7.28 km ; Wat Saket && 8.47 km ; Yaowarat Road && 8.73 km ; Khao San Road && 9.26 km ; Wat Phra Kaew && 10.12 km ; Grand Palace && 10.14 km ; Wat Pho Temple && 10.16 km ; Asiatique - The Riverfront && 11.66 km,7.9,Very good,Standard Twin (2 Beds),"Pay nothing until March 16, 2019 ;Free Wi-Fi ;Free cancellation before March 18, 2019 ;","{'Features': '2 single beds&&Room size: 35 m²/377 ft²&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '2 single beds&&', 'Bathroom and toiletries': 'Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&', 'Comforts': 'Air conditioning&&', 'Dining, drinking, and snacking': 'Refrigerator&&', 'Layout and furnishings': 'Seating area&&', 'Clothing and laundry': 'Closet&&', 'Safety and security features': '', 'Guest ratings': '&&&&'}",2 single beds&&Room size: 35 m²/377 ft²&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&,2.0,0.0,35.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,840,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,9,De Botan Hotel,"12 Soi Supapong 3 section 2, Srinakharin Rd., Nong Bon, Prawet, Bangkok 10250, Bang Na, Bangkok, Thailand, 10250",3.0,7.5,Seacon Square && 220 m ; Miss Violet Vintage Shop && 370 m ; Train Night Market Srinakarin && 410 m ; Paradise Park Mall && 910 m ; Paradise Park && 1.44 km ; Jim Thompson Factory Soi 93 Outlet && 2.05 km ; Rama IX Royal Park && 2.06 km ; Pickadaily Bangkok Community Mall && 2.1 km ; Wat Krathum Suea Pla && 3.04 km ; Dhammamongkol Temple && 3.21 km,Terminal 21 Shopping Mall && 10.42 km ; Jim Thompson && 12.83 km ; Central World && 12.88 km ; Asiatique - The Riverfront && 15.51 km ; Yaowarat Road && 15.63 km ; Wat Saket && 16.46 km ; Khao San Road && 17.54 km ; Wat Pho Temple && 17.57 km ; Wat Phra Kaew && 17.78 km ; Grand Palace && 17.84 km,7.9,Very good,Standard King Bed,"Pay nothing until March 14, 2019 ;Free Wi-Fi ;Free cancellation before March 16, 2019 ;","{'Features': '1 king bed&&Room size: 28 m²/301 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Slippers&&Wake-up service&&', 'Dining, drinking, and snacking': 'Free bottled water&&Free instant coffee&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Sofa&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1 king bed&&Room size: 28 m²/301 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&,2.0,0.0,28.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,977,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
